"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,,
"4032119304	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102283301	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Machariapo," LimÃ³n.	La Paz	PRESENT	7	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.494722	-68.509167			740.0				2006-09-17	17	9	2006	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	102283301	2944	A. Araujo-M. (LPB)	2006-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alejandro Araujo M.;Christopher Davidson;Sharon R. Christoph;Paola Gismondi;M. Cornejo;E. Ticona			2025-01-25T19:30:24.081Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4032001322	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102228945	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Ãrea Natural de Manejo Integrado Madidi", Azariamas," frente al arroyo Jaukantista.  Terraza antigua. Plantas NO alcoholizadas.	La Paz	PRESENT	4	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.235	-68.527778			656.0				2005-09-29	29	9	2005	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	102228945	1828	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Leslie E. Cayola;C. Campos;A.S. Poma C.;Remberto Jove;H. Urbano			2025-01-25T19:28:12.018Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4031959704	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102054227	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Area Natural de Manejo Integrado Madidi", Unapa," 21 km en linea recta al N de Apolo. Bosque yungueÃ±o subandino xerico con Anadenanthera colubrina.	La Paz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.542222	-68.495			970.0				2004-09-02	2	9	2004	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	102054227	811	L. Cayola (LPB)"," OCT/	2004-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Leslie E. Cayola;A. Antezana;F. Miranda;C. Cuevas;D. Cuevas;et al.			2025-01-25T19:30:23.179Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,
"4031901703	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:101837535	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Espiritu"," Influencia del rÃ­o Yacuma. Sabana hÃºmeda.	Beni	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862					200.0				1986-09-14	14	9	1986	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	101837535	15002	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Stephan G. Beck			2025-01-25T19:28:09.026Z		TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,
"4031866764	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:101754326	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Lomerio. 12 km al Norte de la comunidad Las Trancas. Parcelas permamente del proyecto Bolfor", Las Trancas 95. Bosque seco chiquitania. Especies muy frecuentes de Andenanthera colubrina, Poeppigia procera, Centrolobium microchaete," etc. Suelos laterÃ­ticos.	Santa Cruz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-16.520278	-61.846389			450.0				1995-09-10	10	9	1995	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	101754326	986	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Fabiana Mamani M.			2025-01-25T19:28:07.957Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",
"4031690622	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102658450	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Parque Nacional Madidi", sector  Sumpulo, pasando el rÃ­o Mojos," entre Mojos y Pata.	La Paz	PRESENT	4	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.583611	-68.774167			1090.0				2009-09-26	26	9	2009	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	102658450	15295	A. Fuentes (LPB)	2015-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Alfredo F. Fuentes;R. Lipa;Saul Cusi;D. Alanes;et al.			2025-01-25T19:30:27.699Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,
"4031564101	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102158385	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	near Coroico	La Paz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862									1894-08-24	24	8	1894	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	102158385	2398	Foster's 1958 catalog notes file		CC_BY_4_0	Missouri Botanical Garden	Miguel Bang	ISOTYPE		2025-01-25T19:30:23.855Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,,
"4031496170	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:101866653	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	The llanura"," at the Jardin Botanico de Santa Cruz	Santa Cruz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-17.766667	-63.066667			375.0				1987-09-04	4	9	1987	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	101866653	35897	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Michael H. Nee			2025-01-25T19:30:21.272Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,
"4031490684	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:101837529	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Espiritu"," en la zona de influencia del Rio Yacuma	Beni	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-14.2	-66.616667			200.0				1986-09-10	10	9	1986	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	101837529	5976	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Stephan G. Beck			2025-01-25T19:30:21.119Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,
"4031480448	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:101823856	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Prov. Angel Sandoval", ANMI-San Matias; Estancia Vista Hermosa. A 170 km SE de RoborÃ©. VegetaciÃ³n arbustiva cerca a la laguna. Suelo arcillo arenoso, area inundada," dominancia de Copernicia alba en los margenes de la laguna.	Santa Cruz	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	-17.5	-65.783333			110.0				1999-09-19	19	9	1999	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	101823856	810	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	A.M. CarriÃ³n;E. Rivera			2025-01-25T19:28:08.826Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,
"4031396524	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:103051400	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BO	Norte de Triunfo"," Cadi.	Beni	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862					240.0				1976-08-27	27	8	1976	5553603	5553603	PRESERVED_SPECIMEN	MO	Tropicos	103051400	138	M. H. Nee	2018-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Elias Meneces;Waldo Terceros			2025-01-25T19:30:35.155Z		TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,
"2998339144	ebed4456-76d2-408c-8467-fd66be066521	2797917	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl				PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a									1897-09		9	1897	5553603	5553603	PRESERVED_SPECIMEN	K	K	K000572703	2398			CC_BY_4_0	K	Bang"," M.			2025-01-01T12:18:13.686Z		RECORDED_DATE_INVALID;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,,,
"2995712137	c0a459c6-2ae7-4890-a1e4-38e24e671269	5231336	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Bougainvillea	Bougainvillea modesta		SPECIES	Bougainvillea modesta Heimerl	Bougainvillea modesta Heimerl	Heimerl	BR	S.P. PrÃ³ximo a Interlagos.	SÃ£o Paulo	PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a									1947-09-02	2	9	1947	5553603	5553603	PRESERVED_SPECIMEN	MO	MO	MO1195578	s.n.	F. Mamani (USZ)	1996-01-01T00:00:00	CC_BY_4_0	MO	Wilson Hoehne			2025-01-01T12:06:27.793Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY",,,,,
